timestamp,workload_length
2025-01-01 00:00:00,0.42560691482546886
2025-01-01 00:01:00,1.0
2025-01-01 00:02:00,0.5229315597125352
2025-01-01 00:03:00,0.44654217191323636
2025-01-01 00:04:00,0.5626126778350785
2025-01-01 00:05:00,0.5051699394723077
2025-01-01 00:06:00,0.5147505145203755
2025-01-01 00:07:00,0.49829675690353437
2025-01-01 00:08:00,0.5526021906081866
2025-01-01 00:09:00,0.5548619206924781
2025-01-01 00:10:00,0.534200472541743
2025-01-01 00:11:00,1.0
2025-01-01 00:12:00,0.5103298990011562
2025-01-01 00:13:00,0.5497872653708034
2025-01-01 00:14:00,0.5075255270402524
2025-01-01 00:15:00,0.5262728328001773
2025-01-01 00:16:00,0.5141704020293353
2025-01-01 00:17:00,0.5067824691121999
2025-01-01 00:18:00,0.4969280484050485
2025-01-01 00:19:00,0.5565077881978261
2025-01-01 00:20:00,0.6003925927397364
2025-01-01 00:21:00,0.5951557460488389
2025-01-01 00:22:00,0.4755100342108178
2025-01-01 00:23:00,0.6045353772151741
2025-01-01 00:24:00,0.525903460226165
2025-01-01 00:25:00,0.5735834006980653
2025-01-01 00:26:00,0.49997051890480215
2025-01-01 00:27:00,0.5541139546768353
2025-01-01 00:28:00,0.5644338965069043
2025-01-01 00:29:00,0.4762493480583493
2025-01-01 00:30:00,0.5826238352052301
2025-01-01 00:31:00,0.621237122501405
2025-01-01 00:32:00,0.5469368430999448
2025-01-01 00:33:00,0.6254054553378723
2025-01-01 00:34:00,1.0
2025-01-01 00:35:00,0.6033285810282976
2025-01-01 00:36:00,0.45164528771853735
2025-01-01 00:37:00,0.6852359152072036
2025-01-01 00:38:00,0.6407919546064189
2025-01-01 00:39:00,0.5535085263269258
2025-01-01 00:40:00,0.47085481973458115
2025-01-01 00:41:00,0.5855788366048111
2025-01-01 00:42:00,0.5006979328431712
2025-01-01 00:43:00,0.5968522912813682
2025-01-01 00:44:00,0.596901884108832
2025-01-01 00:45:00,0.5309659703563501
2025-01-01 00:46:00,0.6357955249475977
2025-01-01 00:47:00,0.6217354355963797
2025-01-01 00:48:00,0.6319558431915319
2025-01-01 00:49:00,0.5853139540460233
2025-01-01 00:50:00,1.0
2025-01-01 00:51:00,0.6371725876191573
2025-01-01 00:52:00,0.5764618517807564
2025-01-01 00:53:00,0.5221911492093322
2025-01-01 00:54:00,0.6609801138410785
2025-01-01 00:55:00,0.7000447329555948
2025-01-01 00:56:00,0.5947063517909069
2025-01-01 00:57:00,0.7064173749417618
2025-01-01 00:58:00,0.6047177380523441
2025-01-01 00:59:00,0.5828179840738935
2025-01-01 01:00:00,0.5720046953317344
2025-01-01 01:01:00,0.6870666061828271
2025-01-01 01:02:00,0.5678881563619141
2025-01-01 01:03:00,0.6453396454447791
2025-01-01 01:04:00,0.5822967505738392
2025-01-01 01:05:00,0.5889162674836788
2025-01-01 01:06:00,0.6651186225800474
2025-01-01 01:07:00,0.5962766649391681
2025-01-01 01:08:00,0.59670891291808
2025-01-01 01:09:00,1.0
2025-01-01 01:10:00,0.7001521844627904
2025-01-01 01:11:00,0.654180209775416
2025-01-01 01:12:00,0.5908683089687815
2025-01-01 01:13:00,0.5997350976286208
2025-01-01 01:14:00,0.6309176257490388
2025-01-01 01:15:00,0.6446222892175475
2025-01-01 01:16:00,0.5808339662758741
2025-01-01 01:17:00,0.6680281550841082
2025-01-01 01:18:00,0.6377984101754883
2025-01-01 01:19:00,0.5493812712694244
2025-01-01 01:20:00,0.590361733207231
2025-01-01 01:21:00,0.613240389148414
2025-01-01 01:22:00,0.6364400680617343
2025-01-01 01:23:00,0.7361803549742862
2025-01-01 01:24:00,0.6552557451251014
2025-01-01 01:25:00,0.6029366208185494
2025-01-01 01:26:00,0.657632030905077
2025-01-01 01:27:00,0.6306185876312405
2025-01-01 01:28:00,0.666080549343042
2025-01-01 01:29:00,0.680487831292754
2025-01-01 01:30:00,0.7135349053072328
2025-01-01 01:31:00,0.653470059871227
2025-01-01 01:32:00,0.7382404777757011
2025-01-01 01:33:00,0.7032986756805165
2025-01-01 01:34:00,0.6241276503294891
2025-01-01 01:35:00,0.7715914592309181
2025-01-01 01:36:00,0.679044382893825
2025-01-01 01:37:00,0.6225313158467791
2025-01-01 01:38:00,0.7485229496240168
2025-01-01 01:39:00,0.7713527742748936
2025-01-01 01:40:00,0.6673960415103017
2025-01-01 01:41:00,0.6454449829418035
2025-01-01 01:42:00,0.6635856908506349
2025-01-01 01:43:00,0.7095146893376518
2025-01-01 01:44:00,0.7392412914671567
2025-01-01 01:45:00,0.7054398426307792
2025-01-01 01:46:00,0.683565285667512
2025-01-01 01:47:00,0.7549399649301954
2025-01-01 01:48:00,0.6659543762432425
2025-01-01 01:49:00,0.734695532965128
2025-01-01 01:50:00,0.6702963053764497
2025-01-01 01:51:00,0.7077969560305892
2025-01-01 01:52:00,0.6821104968748337
2025-01-01 01:53:00,0.6865352577412968
2025-01-01 01:54:00,0.6719941782307328
2025-01-01 01:55:00,0.7596382091267897
2025-01-01 01:56:00,0.6572775461931081
2025-01-01 01:57:00,0.6584368839713465
2025-01-01 01:58:00,0.8030191023336424
2025-01-01 01:59:00,0.7473789797027998
2025-01-01 02:00:00,0.5807443150653482
2025-01-01 02:01:00,0.6732466538576903
2025-01-01 02:02:00,0.6124158783061789
2025-01-01 02:03:00,0.6569826997600581
2025-01-01 02:04:00,0.5490894966523197
2025-01-01 02:05:00,0.7006598243795115
2025-01-01 02:06:00,0.651902334928314
2025-01-01 02:07:00,0.7134808323005697
2025-01-01 02:08:00,0.6307116427491557
2025-01-01 02:09:00,0.7175913990248466
2025-01-01 02:10:00,0.6941740294327131
2025-01-01 02:11:00,0.7914874368066274
2025-01-01 02:12:00,0.7884234570932921
