Task_Start_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type
2024-01-01 00:00:00,100.0,7183.636790769174,2634,20.0,4970.333436476441,273.88090657490727,High,Priority-Based,Dynamic
2024-01-01 00:01:00,41.79522872233529,2575.2319222635106,1266,19.591467664771685,5308.052648752566,276.0246943697183,High,Round-Robin,Static
2024-01-01 00:02:00,28.489369089866532,6590.076855079805,1671,12.66261436516996,2225.8187013107404,110.2312208137372,High,Priority-Based,Static
2024-01-01 00:03:00,48.87245127005659,3388.7598801037284,2450,20.0,2314.2933518543564,499.23350661323764,Low,Priority-Based,Static
2024-01-01 00:04:00,41.532758925964295,2545.330744034186,1463,20.0,5059.427354700727,246.90840661680858,Medium,FCFS,Dynamic
2024-01-01 00:05:00,25.866084328662847,2988.7001447069215,2362,15.517286533544068,5186.210701591463,120.2906693995505,Low,Round-Robin,Static
2024-01-01 00:06:00,32.75853602312095,7234.34686398266,2425,13.945729569699695,2321.924411267214,320.14704733316154,Low,Priority-Based,Dynamic
2024-01-01 00:07:00,38.00906244205505,3406.773364960071,2176,16.405369078590635,1658.9878782168055,105.34506255570453,Low,Priority-Based,Static
2024-01-01 00:08:00,38.262661889121546,6933.617079452861,1050,16.26404045936664,1872.9318416194253,263.9801148615828,Medium,Round-Robin,Dynamic
2024-01-01 00:09:00,24.14309848777698,3242.891129661214,688,13.867761778287768,4631.05024181341,101.47518088307561,Low,FCFS,Dynamic
2024-01-01 00:10:00,100.0,2187.2753575681836,1564,20.0,2076.573598451581,353.65996943344567,High,Round-Robin,Dynamic
2024-01-01 00:11:00,26.67452725880348,3479.9589842133328,1784,12.711753186278479,2002.2486574177171,235.66405896826825,High,FCFS,Static
2024-01-01 00:12:00,35.88906091347657,7176.644919166189,852,17.746898629125432,5207.854954035143,186.89966264547147,Low,Priority-Based,Dynamic
2024-01-01 00:13:00,85.71299240666227,3092.8214238141645,2947,20.0,5199.524550903386,421.8308315169623,Medium,FCFS,Static
2024-01-01 00:14:00,43.12957670749873,2555.040843377273,726,18.12964760601755,2342.4849775248117,437.5809670691248,Low,Priority-Based,Dynamic
2024-01-01 00:15:00,27.478325627259146,3406.060448700252,1258,14.204308965284788,5232.768038012989,312.1765719712457,Medium,Priority-Based,Static
2024-01-01 00:16:00,51.43570449751705,2575.0136419169253,2912,20.0,2630.039622887143,97.23233417114614,Low,Priority-Based,Static
2024-01-01 00:17:00,40.51460431794741,3395.67482397156,2189,16.962539814210793,2804.015717814132,238.10267847948836,Medium,Priority-Based,Static
2024-01-01 00:18:00,100.0,7635.1836798221175,1809,20.0,4737.528337763152,333.87795882505696,Low,Round-Robin,Dynamic
2024-01-01 00:19:00,66.76281449720246,3471.5463117443337,2856,20.0,1592.5042745643627,83.0091422649538,Low,Priority-Based,Static
2024-01-01 00:20:00,39.832098873561215,4012.191980150557,1286,18.079953120775595,2176.521883445512,448.6396555210281,High,FCFS,Dynamic
2024-01-01 00:21:00,47.0486206165841,3509.9972976204435,2825,18.57465604020846,2243.6410749939823,459.0457451333669,Medium,Round-Robin,Dynamic
2024-01-01 00:22:00,20.738521125456725,2725.290211368881,1060,8.867163154436355,1809.236129080302,372.06073034153854,High,Priority-Based,Dynamic
2024-01-01 00:23:00,41.398815498524115,3310.5349022769806,1807,17.499773085201618,2359.1514992604593,73.70736844010246,Medium,Round-Robin,Dynamic
2024-01-01 00:24:00,48.30155354964423,3138.147277455116,519,20.0,2429.9493216682936,403.4855398619177,Low,Priority-Based,Dynamic
2024-01-01 00:25:00,45.48711676945016,2408.20291640258,1474,17.236228028251226,1759.2815219639401,371.7339077619213,Medium,Round-Robin,Dynamic
2024-01-01 00:26:00,32.56938802053716,3391.644254695988,2023,13.61725578231151,1739.926904958119,59.17225501888999,Low,Round-Robin,Static
2024-01-01 00:27:00,21.412731672417628,3025.9327415366897,575,10.24952706980773,1828.8897189008685,361.02006542639583,Medium,Round-Robin,Dynamic
2024-01-01 00:28:00,25.703152567956657,3406.3129208686937,1361,10.936874201202505,1762.174619525403,189.34308380382333,Medium,Round-Robin,Dynamic
2024-01-01 00:29:00,49.75123614703122,2513.1623644238657,1779,20.0,1982.9371112485867,158.961009073739,Medium,Round-Robin,Dynamic
2024-01-01 00:30:00,22.697249321495317,3749.0778256490103,636,12.379408140021043,4870.67327422971,65.76813294845873,Low,Priority-Based,Static
